Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes,cuisine_count,is_multi_cuisine,log_votes,cost_per_person,has_both_services,country_Australia,country_Brazil,country_Canada,country_India,country_Indonesia,country_New Zealand,country_Philippines,country_Qatar,country_Singapore,country_South Africa,country_Sri Lanka,country_Turkey,country_UAE,country_United Kingdom,country_United States,cuisine_freq_enc,city_freq_enc
300,0,1,1,3.6,39,2,1,3.6888794541139363,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.014453599891935702,0.1202215318114278
400,0,1,1,3.9,40,3,1,3.713572066704308,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
300,0,1,1,3.8,93,2,1,4.543294782270004,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
400,0,0,1,3.1,7,3,1,2.0794415416798357,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
1100,1,1,3,3.4,129,2,1,4.867534450455582,550.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
800,0,0,2,2.9,107,2,1,4.68213122712422,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
550,0,0,2,3.6,59,1,0,4.0943445622221,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
800,1,0,2,3.8,40,4,1,3.713572066704308,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1100,1,1,3,3.6,296,3,1,5.6937321388027,550.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.1202215318114278
1200,1,0,3,3.6,27,2,1,3.332204510175204,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.000675401864109145,0.1202215318114278
1800,1,1,3,3.5,259,3,1,5.560681631015528,900.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
350,0,0,1,3.5,34,3,1,3.5553480614894135,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
1000,1,1,3,3.8,120,3,1,4.795790545596741,500.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
3200,1,0,4,4.2,1193,4,1,7.085064293952548,1600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
1400,1,1,3,4.1,147,4,1,4.997212273764115,700.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
500,0,1,2,4.1,227,3,1,5.429345628954441,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
1600,1,1,3,4.0,192,3,1,5.262690188904886,800.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
1000,1,0,3,4.4,83,3,1,4.430816798843313,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
3000,1,0,4,4.2,77,3,1,4.356708826689592,1500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1600,0,1,3,4.1,229,2,1,5.438079308923196,800.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
2000,1,0,4,3.4,52,2,1,3.970291913552122,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025935431581791166,0.1202215318114278
3000,1,0,4,3.6,58,2,1,4.07753744390572,1500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00810482236930974,0.1202215318114278
650,0,1,2,3.3,25,1,0,3.258096538021482,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
500,0,1,2,3.4,452,2,1,6.115892125483034,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.014453599891935702,0.1202215318114278
2000,1,0,4,2.6,35,2,1,3.58351893845611,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,1,2,2.6,134,3,1,4.90527477843843,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
1100,1,1,3,2.7,426,1,0,6.056784013228625,550.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
800,0,1,2,2.9,108,3,1,4.6913478822291435,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.1202215318114278
150,0,0,1,3.8,35,1,0,3.58351893845611,75.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
800,0,1,2,2.6,26,2,1,3.295836866004329,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,1,2,3.2,38,3,1,3.6635616461296463,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
550,0,1,2,3.6,86,1,0,4.465908118654584,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.002026205592327435,0.1202215318114278
1000,1,1,3,3.6,29,1,0,3.4011973816621555,500.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
700,0,1,2,3.8,43,3,1,3.784189633918261,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,0,0,3,3.6,42,1,0,3.7612001156935624,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
2000,1,0,4,4.0,111,2,1,4.718498871295094,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
2500,1,0,4,2.6,20,3,1,3.044522437723423,1250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
300,0,0,1,2.7,24,3,1,3.2188758248682006,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,1,1,3,2.8,261,2,1,5.568344503761097,500.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.1202215318114278
2000,0,0,4,4.6,2093,5,1,7.646831391430482,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
1500,0,0,3,3.6,38,4,1,3.6635616461296463,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.001215723355396461,0.1202215318114278
1250,1,0,3,3.9,106,1,0,4.672828834461906,625.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
1600,1,0,3,3.8,31,4,1,3.4657359027997265,800.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
700,0,1,2,4.1,84,2,1,4.442651256490317,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.1202215318114278
400,0,1,1,3.3,165,2,1,5.111987788356544,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,0,1,3,2.7,185,3,1,5.225746673713202,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
550,0,1,2,2.8,48,2,1,3.8918202981106265,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
800,1,0,2,2.8,14,2,1,2.70805020110221,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
850,1,0,2,3.2,37,2,1,3.6375861597263857,425.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
800,0,1,2,3.2,30,4,1,3.4339872044851463,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
800,0,1,2,3.3,336,3,1,5.820082930352362,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,1,1,3,3.4,106,2,1,4.672828834461906,500.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
600,0,0,2,3.4,50,2,1,3.9318256327243257,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,0,1,3,4.6,150,3,1,5.017279836814924,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
2200,1,1,4,3.7,416,1,0,6.0330862217988015,1100.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.1202215318114278
500,0,0,2,3.6,32,3,1,3.4965075614664802,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
900,0,1,2,3.6,110,2,1,4.709530201312334,450.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,0,2,3.8,74,1,0,4.31748811353631,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.1202215318114278
1500,0,1,3,3.5,81,6,1,4.406719247264253,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
450,0,0,1,3.5,116,1,0,4.762173934797756,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
550,0,1,2,3.6,36,3,1,3.6109179126442243,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
700,0,0,2,3.7,224,2,1,5.41610040220442,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0067540186410914495,0.1202215318114278
1500,0,0,3,3.6,148,1,0,5.003946305945459,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
2000,1,1,4,3.9,280,5,1,5.638354669333745,1000.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0005403214912873159,0.1202215318114278
1700,1,0,3,3.9,67,3,1,4.219507705176107,850.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
2000,1,0,4,3.7,45,2,1,3.828641396489095,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.006483857895447791,0.1202215318114278
700,0,1,2,3.5,27,2,1,3.332204510175204,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
850,0,1,2,3.6,241,2,1,5.488937726156687,425.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0016209644738619479,0.1202215318114278
1200,0,1,3,4.2,146,2,1,4.990432586778736,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0014858841010401188,0.1202215318114278
1000,1,1,3,4.0,259,4,1,5.560681631015528,500.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025935431581791166,0.1202215318114278
700,0,1,2,4.0,20,2,1,3.044522437723423,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
500,0,1,2,3.1,138,4,1,4.9344739331306915,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,1,2,2.8,101,4,1,4.624972813284271,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
400,0,0,1,3.1,94,3,1,4.553876891600541,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.1202215318114278
1400,1,0,3,2.8,7,2,1,2.0794415416798357,700.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1500,1,0,3,2.8,15,3,1,2.772588722239781,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,1,0,3,2.9,6,1,0,1.9459101490553132,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
1300,1,0,3,2.7,13,3,1,2.639057329615259,650.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
450,0,1,1,3.4,260,2,1,5.564520407322694,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,1,2,2.7,90,2,1,4.51085950651685,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
800,0,1,2,3.6,144,2,1,4.976733742420574,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.1202215318114278
600,0,1,2,3.6,243,3,1,5.497168225293202,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.014453599891935702,0.1202215318114278
600,0,1,2,3.8,121,2,1,4.804021044733257,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
700,0,0,2,3.8,183,1,0,5.214935757608986,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
500,0,1,2,4.0,647,1,0,6.473890696352274,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
1500,1,0,3,3.8,73,1,0,4.304065093204169,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
1000,1,0,3,2.7,96,3,1,4.574710978503383,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
300,0,1,1,3.4,41,2,1,3.7376696182833684,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
1850,1,0,3,2.8,91,3,1,4.5217885770490405,925.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1000,1,0,3,3.6,70,1,0,4.2626798770413155,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
1500,1,0,3,2.8,21,2,1,3.091042453358316,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009725786843171687,0.1202215318114278
500,0,0,2,3.7,364,1,0,5.8998973535824915,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.1202215318114278
1000,0,0,3,3.7,179,1,0,5.19295685089021,500.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0005403214912873159,0.1202215318114278
1600,1,0,3,3.4,23,1,0,3.1780538303479458,800.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
4500,1,0,4,3.6,218,1,0,5.389071729816501,2250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
4000,1,0,4,4.1,38,1,0,3.6635616461296463,2000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.1202215318114278
1900,1,0,3,3.0,6,1,0,1.9459101490553132,950.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
1400,1,0,3,3.0,19,3,1,2.995732273553991,700.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1200,1,0,3,3.0,10,2,1,2.3978952727983707,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
2000,1,0,4,3.2,137,3,1,4.927253685157205,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
300,0,0,1,2.8,45,1,0,3.828641396489095,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.1202215318114278
650,0,0,2,3.3,22,1,0,3.1354942159291497,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
400,0,1,1,3.3,38,3,1,3.6635616461296463,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
300,0,1,1,3.2,21,3,1,3.091042453358316,150.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
450,0,0,1,3.1,20,1,0,3.044522437723423,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
800,0,0,2,2.8,15,4,1,2.772588722239781,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
750,0,1,2,3.4,69,3,1,4.248495242049359,375.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
550,0,1,2,3.2,75,3,1,4.330733340286331,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1800,1,0,3,2.6,115,4,1,4.7535901911063645,900.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
1200,1,0,3,3.2,39,1,0,3.6888794541139363,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
400,0,0,1,2.8,36,3,1,3.6109179126442243,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
600,0,0,2,2.7,61,3,1,4.127134385045092,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1200,1,0,3,2.8,23,2,1,3.1780538303479458,600.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
600,0,1,2,3.1,82,2,1,4.418840607796598,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.000675401864109145,0.1202215318114278
2200,1,0,4,3.1,13,1,0,2.639057329615259,1100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
2000,0,0,4,3.8,283,2,1,5.648974238161206,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
1600,1,1,3,3.8,665,3,1,6.501289670540389,800.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.1202215318114278
550,0,1,2,3.6,69,3,1,4.248495242049359,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
600,0,1,2,3.7,198,6,1,5.293304824724492,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02944752127515872,0.1202215318114278
2500,1,0,4,3.5,57,5,1,4.060443010546419,1250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
200,0,1,1,3.6,43,3,1,3.784189633918261,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
350,0,1,1,2.3,31,4,1,3.4657359027997265,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
600,0,0,2,2.4,35,2,1,3.58351893845611,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
600,0,1,2,4.1,246,1,0,5.5093883366279774,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.058354721059030126,0.1202215318114278
600,0,0,2,3.3,31,1,0,3.4657359027997265,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
1500,1,0,3,3.5,240,4,1,5.484796933490655,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
1500,0,0,3,3.7,1902,5,1,7.551186867296149,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
2000,1,0,4,4.1,2806,4,1,7.939871576361883,1000.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
650,0,0,2,3.2,13,1,0,2.639057329615259,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
350,0,0,1,3.0,5,2,1,1.791759469228055,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01715520734837228,0.1202215318114278
500,0,0,2,3.2,68,2,1,4.23410650459726,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
450,0,0,1,2.6,120,2,1,4.795790545596741,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.027421315682831286,0.1202215318114278
650,0,1,2,3.7,18,5,1,2.9444389791664403,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
700,0,0,2,3.5,66,1,0,4.204692619390966,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
800,0,1,2,2.7,67,2,1,4.219507705176107,400.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
550,0,0,2,3.3,40,1,0,3.713572066704308,275.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.003917330811833041,0.1202215318114278
650,0,1,2,3.4,39,1,0,3.6888794541139363,325.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
600,0,0,2,3.4,19,2,1,2.995732273553991,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
750,0,0,2,2.9,42,1,0,3.7612001156935624,375.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08212886667567203,0.1202215318114278
500,0,1,2,3.4,234,2,1,5.459585514144159,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
750,1,0,2,2.9,501,2,1,6.218600119691729,375.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0009455626097528029,0.1202215318114278
700,0,1,2,2.6,61,2,1,4.127134385045092,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.02161285965149264,0.1202215318114278
500,0,1,2,3.3,81,4,1,4.406719247264253,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
350,0,0,1,3.4,118,1,0,4.77912349311153,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
700,0,0,2,3.1,13,2,1,2.639057329615259,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.01729028772119411,0.1202215318114278
600,0,1,2,3.7,26,3,1,3.295836866004329,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.014453599891935702,0.1202215318114278
600,0,0,2,3.6,185,7,1,5.225746673713202,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
400,0,0,1,3.6,27,1,0,3.332204510175204,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.007834661623666082,0.1202215318114278
1000,1,1,3,3.6,496,5,1,6.208590026096629,500.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
1500,1,0,3,3.5,55,3,1,4.02535169073515,750.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
900,0,0,2,3.5,205,2,1,5.327876168789581,450.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025935431581791166,0.1202215318114278
2500,1,1,4,3.7,730,2,1,6.594413459749778,1250.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03647170066189383,0.1202215318114278
400,0,1,1,3.7,31,3,1,3.4657359027997265,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.00810482236930974,0.1202215318114278
1400,1,0,3,3.8,468,3,1,6.150602768446279,700.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
600,0,0,2,2.3,29,1,0,3.4011973816621555,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.025935431581791166,0.1202215318114278
1800,1,0,3,2.1,90,3,1,4.51085950651685,900.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.030393083884911524,0.1202215318114278
600,0,1,2,2.3,34,2,1,3.5553480614894135,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
900,1,0,2,4.0,62,2,1,4.143134726391533,450.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
450,0,0,1,3.3,34,1,0,3.5553480614894135,225.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.07415912467918412,0.1202215318114278
1500,1,1,3,3.4,165,2,1,5.111987788356544,750.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0031068485749020667,0.1202215318114278
200,0,0,1,3.0,4,1,0,1.6094379124341003,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.009590706470349859,0.1202215318114278
400,0,0,1,2.9,4,1,0,1.6094379124341003,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,0,2,3.2,5,1,0,1.791759469228055,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
500,0,0,2,3.2,18,1,0,2.9444389791664403,250.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
700,0,0,2,3.2,31,3,1,3.4657359027997265,350.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
100,0,0,1,3.2,7,1,0,2.0794415416798357,50.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
350,0,0,1,2.9,5,3,1,1.791759469228055,175.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.010401188707280832,0.1202215318114278
200,0,1,1,3.4,27,2,1,3.332204510175204,100.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.06470349858165608,0.1202215318114278
400,0,0,1,3.2,28,1,0,3.367295829986474,200.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
600,0,0,2,3.1,4,5,1,1.6094379124341003,300.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2982574631905984,0.1202215318114278
